tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total ;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior 
22092;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13497;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22093;05/02/2021;28/02/2021;83748;0;0;3992;87740;;;due;13498;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;62740
22094;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;13499;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;29000
22095;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;13500;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
22096;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13501;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22097;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13502;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22098;05/02/2021;28/02/2021;34200;0;0;3992;38192;;;due;13503;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;13192
22099;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13504;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22100;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;13505;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;45000
22101;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13506;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22102;05/02/2021;28/02/2021;60522;0;0;3992;64514;;;due;13507;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;39514
22103;05/02/2021;28/02/2021;20833;0;0;0;20833;;;due;13508;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-4167
22104;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;13509;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
22105;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;13510;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
22106;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13511;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22107;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13512;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22108;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13513;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22109;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;13514;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;29000
22110;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13515;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22111;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;13516;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
22112;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;13517;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
22113;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13518;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22114;05/02/2021;28/02/2021;63618;0;0;3992;67610;;;due;13519;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;42610
22115;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;13520;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
22116;05/02/2021;28/02/2021;64008;0;0;3992;68000;;;due;13521;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;43000
22117;05/02/2021;28/02/2021;50118;0;0;3992;54110;;;due;13522;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;29110
22118;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;13523;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22119;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13524;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22120;05/02/2021;28/02/2021;5690;0;0;0;5690;;;due;13525;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-49310
22121;05/02/2021;28/02/2021;60909;0;0;3992;64901;;;due;13526;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;39901
22122;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13527;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22123;05/02/2021;28/02/2021;18800;0;0;0;18800;;;due;13528;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-6200
22124;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;13529;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22125;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13530;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22126;05/02/2021;28/02/2021;2400;0;0;0;2400;;;due;13531;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22600
22127;05/02/2021;28/02/2021;68008;0;0;3992;72000;;;due;13532;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;47000
22128;05/02/2021;28/02/2021;51748;0;0;3992;55740;;;due;13533;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;30740
22129;05/02/2021;28/02/2021;10000;0;0;0;10000;;;due;13534;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15000
22130;05/02/2021;28/02/2021;21774;0;0;0;21774;;;due;13535;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-3226
22131;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13536;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22132;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13537;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22133;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13538;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22134;05/02/2021;28/02/2021;20800;0;0;0;20800;;;due;13539;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-34200
22135;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13540;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22136;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13541;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22137;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13542;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22138;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13543;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22139;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;13544;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
22140;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13545;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22141;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13546;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22142;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13547;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22143;05/02/2021;28/02/2021;10000;0;0;0;10000;;;due;13548;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15000
22144;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13549;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22145;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13550;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22146;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13551;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22147;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13552;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22148;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13553;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22149;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;13554;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
22150;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13555;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22151;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13556;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22152;05/02/2021;28/02/2021;-14167;0;0;0;-14167;Cash;;paid;13557;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-39167
22153;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13558;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22154;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13559;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22155;05/02/2021;28/02/2021;5353;0;0;0;5353;;;due;13560;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-19647
22156;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13561;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22157;05/02/2021;28/02/2021;44808;0;0;3992;48800;;;due;13562;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23800
22158;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13563;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22159;05/02/2021;28/02/2021;-6666;0;0;0;-6666;Cash;;paid;13564;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-31666
22160;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;13565;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
22161;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13566;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22162;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13567;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22163;05/02/2021;28/02/2021;11290;0;0;0;11290;;;due;13568;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13710
22164;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13569;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22165;05/02/2021;28/02/2021;4839;0;0;0;4839;;;due;13570;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-50161
22166;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13571;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22167;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13572;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22168;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13573;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22169;05/02/2021;28/02/2021;2500;0;0;0;2500;;;due;13574;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22500
22170;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13575;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22171;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13576;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22172;05/02/2021;28/02/2021;9200;0;0;0;9200;;;due;13577;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15800
22173;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13578;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22174;05/02/2021;28/02/2021;80008;0;0;3992;84000;;;due;13579;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;59000
22175;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13580;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22176;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13581;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22177;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;13582;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;45000
22178;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13583;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22179;05/02/2021;28/02/2021;32808;0;0;3992;36800;;;due;13584;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11800
22180;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13585;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22181;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13586;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22182;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13587;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22183;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13588;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22184;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13589;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22185;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13590;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22186;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;13591;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22187;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;13592;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
22188;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13593;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22189;05/02/2021;28/02/2021;9600;0;0;0;9600;;;due;13594;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15400
22190;05/02/2021;28/02/2021;10000;0;0;0;10000;;;due;13595;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15000
22191;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;13596;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
22192;05/02/2021;28/02/2021;24194;0;0;0;24194;;;due;13597;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-806
22193;05/02/2021;28/02/2021;51748;0;0;3992;55740;;;due;13598;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;30740
22194;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13599;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
22195;05/02/2021;28/02/2021;51748;0;0;3992;55740;;;due;13600;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;30740
22196;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;13601;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22197;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13602;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22198;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13603;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22199;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13604;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22200;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;13605;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
22201;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13606;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22202;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13607;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22203;05/02/2021;28/02/2021;8400;0;0;0;8400;;;due;13608;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16600
22204;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13609;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22205;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13610;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-45000
22206;05/02/2021;28/02/2021;41296;0;0;3992;45288;;;due;13611;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;20288
22207;05/02/2021;28/02/2021;-16667;0;0;0;-16667;Cash;;paid;13612;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-71667
22208;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13613;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22209;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13614;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22210;05/02/2021;28/02/2021;21814;0;0;3992;25806;;;due;13615;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;806
22211;05/02/2021;28/02/2021;31171;0;0;0;31171;;;due;13616;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-23829
22212;05/02/2021;28/02/2021;9600;0;0;0;9600;;;due;13617;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15400
22213;05/02/2021;28/02/2021;2322;0;0;0;2322;;;due;13618;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22678
22214;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13619;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22215;05/02/2021;28/02/2021;-53833;0;0;0;-53833;Cash;;paid;13620;26;;2;yes;0;%;Villanueva;no;10MegasvS;no;0;no;Suspendido;0;-148833
22216;05/02/2021;28/02/2021;36331;0;0;3992;40323;;;due;13621;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;15323
22217;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13622;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22218;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13623;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22219;05/02/2021;28/02/2021;-2419;0;0;0;-2419;Cash;;paid;13624;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-27419
22220;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13625;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22221;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13626;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22222;05/02/2021;28/02/2021;30727;0;0;3992;34719;;;due;13627;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;9719
22223;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13628;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22224;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13629;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22225;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13630;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22226;05/02/2021;28/02/2021;40408;0;0;3992;44400;;;due;13631;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;19400
22227;05/02/2021;28/02/2021;47808;0;0;3992;51800;;;due;13632;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;26800
22228;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13633;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22229;05/02/2021;28/02/2021;-2420;0;0;0;-2420;Cash;;paid;13634;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-27420
22230;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;13635;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22231;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13636;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22232;05/02/2021;28/02/2021;21814;0;0;3992;25806;;;due;13637;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;806
22233;05/02/2021;28/02/2021;34341;0;0;3992;38333;;;due;13638;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;13333
22234;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13639;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22235;05/02/2021;28/02/2021;28008;0;0;3992;32000;;;due;13640;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;7000
22236;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;13641;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22237;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13642;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-45000
22238;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13643;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22239;05/02/2021;28/02/2021;806;0;0;0;806;;;due;13644;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24194
22240;05/02/2021;28/02/2021;29608;0;0;3992;33600;;;due;13645;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;8600
22241;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13646;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22242;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13647;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22243;05/02/2021;28/02/2021;94933;0;0;3992;98925;;;due;13648;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;73925
22244;05/02/2021;28/02/2021;22675;0;0;3992;26667;;;due;13649;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;1667
22245;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;13650;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
22246;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13651;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22247;05/02/2021;28/02/2021;26808;0;0;3992;30800;;;due;13652;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;5800
22248;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13653;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22249;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13654;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22250;05/02/2021;28/02/2021;24008;0;0;3992;28000;;;due;13655;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;3000
22251;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13656;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22252;05/02/2021;28/02/2021;-2903;0;0;0;-2903;Cash;;paid;13657;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-47903
22253;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13658;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22254;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;13659;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
22255;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13660;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22256;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13661;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22257;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13662;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22258;05/02/2021;28/02/2021;-8871;0;0;0;-8871;Cash;;paid;13663;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-33871
22259;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;13664;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
22260;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13665;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22261;05/02/2021;28/02/2021;6667;0;0;0;6667;;;due;13666;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18333
22262;05/02/2021;28/02/2021;833;0;0;0;833;;;due;13667;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24167
22263;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13668;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22264;05/02/2021;28/02/2021;28893;0;0;3992;32885;;;due;13669;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;7885
22265;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13670;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22266;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;13671;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;25000
22267;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;13672;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
22268;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;13673;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22269;05/02/2021;28/02/2021;24456;0;0;3992;28448;;;due;13674;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;3448
