tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total ;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior 
20903;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12308;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
20904;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12309;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
20905;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12310;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20906;05/02/2021;28/02/2021;4167;0;0;0;4167;;;due;12311;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20833
20907;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12312;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20908;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12313;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20909;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12314;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20910;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12315;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
20911;05/02/2021;28/02/2021;50008;0;0;3992;54000;;;due;12316;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;29000
20912;05/02/2021;28/02/2021;80008;0;0;3992;84000;;;due;12317;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;59000
20913;05/02/2021;28/02/2021;-2903;0;0;0;-2903;Cash;;paid;12318;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-47903
20914;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12319;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20915;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;12320;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
20916;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12321;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20917;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12322;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20918;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;12323;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
20919;05/02/2021;28/02/2021;10000;0;0;0;10000;;;due;12324;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15000
20920;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12325;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20921;05/02/2021;28/02/2021;8065;0;0;0;8065;;;due;12326;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16935
20922;05/02/2021;28/02/2021;68008;0;0;3992;72000;;;due;12327;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;47000
20923;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12328;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
20924;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12329;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20925;05/02/2021;28/02/2021;1613;0;0;0;1613;;;due;12330;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-23387
20926;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12331;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20927;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12332;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20928;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12333;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20929;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12334;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20930;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12335;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20931;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12336;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20932;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12337;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20933;05/02/2021;28/02/2021;24456;0;0;3992;28448;;;due;12338;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;3448
20934;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12339;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20935;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12340;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20936;05/02/2021;28/02/2021;117621;0;0;3992;121613;;;due;12341;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;66613
20937;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12342;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20938;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;12343;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
20939;05/02/2021;28/02/2021;-1054;0;0;0;-1054;Cash;;paid;12344;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-56054
20940;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12345;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20941;05/02/2021;28/02/2021;2586;0;0;0;2586;;;due;12346;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22414
20942;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12347;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20943;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12348;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20944;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12349;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20945;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;12350;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
20946;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12351;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20947;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12352;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20948;05/02/2021;28/02/2021;-10484;0;0;0;-10484;Cash;;paid;12353;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-35484
20949;05/02/2021;28/02/2021;860;0;0;0;860;;;due;12354;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24140
20950;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12355;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20951;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12356;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20952;05/02/2021;28/02/2021;22581;0;0;0;22581;;;due;12357;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-2419
20953;05/02/2021;28/02/2021;23333;0;0;0;23333;;;due;12358;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1667
20954;05/02/2021;28/02/2021;5000;0;0;0;5000;;;due;12359;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20000
20955;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12360;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20956;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12361;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20957;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12362;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20958;05/02/2021;28/02/2021;1667;0;0;0;1667;;;due;12363;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-23333
20959;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;12364;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
20960;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12365;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20961;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12366;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20962;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12367;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20963;05/02/2021;28/02/2021;22097;0;0;0;22097;;;due;12368;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-2903
20964;05/02/2021;28/02/2021;92008;0;0;3992;96000;;;due;12369;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;71000
20965;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12370;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20966;05/02/2021;28/02/2021;5645;0;0;0;5645;;;due;12371;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-19355
20967;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12372;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20968;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12373;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20969;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12374;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20970;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12375;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20971;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12376;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20972;05/02/2021;28/02/2021;15650;0;0;0;15650;;;due;12377;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-9350
20973;05/02/2021;28/02/2021;24194;0;0;0;24194;;;due;12378;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-806
20974;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12379;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20975;05/02/2021;28/02/2021;12000;0;0;0;12000;;;due;12380;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13000
20976;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12381;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
20977;05/02/2021;28/02/2021;31008;0;0;3992;35000;;;due;12382;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;10000
20978;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12383;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20979;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12384;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20980;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12385;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20981;05/02/2021;28/02/2021;24194;0;0;0;24194;;;due;12386;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-806
20982;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12387;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20983;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12388;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20984;05/02/2021;28/02/2021;22581;0;0;0;22581;;;due;12389;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-2419
20985;05/02/2021;28/02/2021;20161;0;0;0;20161;;;due;12390;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-4839
20986;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12391;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20987;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;12392;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
20988;05/02/2021;28/02/2021;5500;0;0;0;5500;;;due;12393;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-39500
20989;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12394;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20990;05/02/2021;28/02/2021;4000;0;0;0;4000;;;due;12395;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21000
20991;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12396;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20992;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12397;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20993;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12398;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
20994;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12399;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
20995;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12400;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20996;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12401;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20997;05/02/2021;28/02/2021;17500;0;0;0;17500;;;due;12402;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7500
20998;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12403;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
20999;05/02/2021;28/02/2021;8065;0;0;0;8065;;;due;12404;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16935
21000;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12405;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21001;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12406;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21002;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12407;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21003;05/02/2021;28/02/2021;9677;0;0;0;9677;;;due;12408;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15323
21004;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12409;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21005;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12410;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21006;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12411;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21007;05/02/2021;28/02/2021;18274;0;0;0;18274;;;due;12412;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-6726
21008;05/02/2021;28/02/2021;53508;0;0;3992;57500;;;due;12413;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;32500
21009;05/02/2021;28/02/2021;806;0;0;0;806;;;due;12414;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24194
21010;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12415;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21011;05/02/2021;28/02/2021;35175;0;0;3992;39167;;;due;12416;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;14167
21012;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12417;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21013;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12418;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21014;05/02/2021;28/02/2021;45175;0;0;3992;49167;;;due;12419;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;24167
21015;05/02/2021;28/02/2021;7258;0;0;0;7258;;;due;12420;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-17742
21016;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12421;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21017;05/02/2021;28/02/2021;-5161;0;0;0;-5161;Cash;;paid;12422;26;;2;yes;0;%;Villanueva;Television;10Megasv;no;0;no;Suspendido;0;-85161
21018;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12423;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21019;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12424;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21020;05/02/2021;28/02/2021;20166;0;0;0;20166;;;due;12425;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-34834
21021;05/02/2021;28/02/2021;68008;0;0;3992;72000;;;due;12426;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;47000
21022;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12427;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21023;05/02/2021;28/02/2021;58608;0;0;3992;62600;;;due;12428;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;37600
21024;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12429;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21025;05/02/2021;28/02/2021;16129;0;0;0;16129;;;due;12430;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8871
21026;05/02/2021;28/02/2021;52008;0;0;3992;56000;;;due;12431;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;31000
21027;05/02/2021;28/02/2021;806;0;0;0;806;;;due;12432;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24194
21028;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12433;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21029;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12434;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
21030;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12435;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21031;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12436;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21032;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12437;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21033;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12438;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21034;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12439;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21035;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12440;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21036;05/02/2021;28/02/2021;8065;0;0;0;8065;;;due;12441;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16935
21037;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;12442;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
21038;05/02/2021;28/02/2021;-11468;0;0;0;-11468;Cash;;paid;12443;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-56468
21039;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12444;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21040;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12445;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21041;05/02/2021;28/02/2021;24000;0;0;0;24000;;;due;12446;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1000
21042;05/02/2021;28/02/2021;14800;0;0;0;14800;;;due;12447;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-10200
21043;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12448;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21044;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12449;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21045;05/02/2021;28/02/2021;104008;0;0;3992;108000;;;due;12450;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;83000
21046;05/02/2021;28/02/2021;16667;0;0;0;16667;;;due;12451;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8333
21047;05/02/2021;28/02/2021;72008;0;0;3992;76000;;;due;12452;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;51000
21048;05/02/2021;28/02/2021;4839;0;0;0;4839;;;due;12453;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20161
21049;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12454;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
21050;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12455;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21051;05/02/2021;28/02/2021;41841;0;0;3992;45833;;;due;12456;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;20833
21052;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12457;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21053;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12458;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21054;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12459;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21055;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12460;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21056;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12461;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21057;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12462;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21058;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12463;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21059;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12464;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21060;05/02/2021;28/02/2021;17742;0;0;0;17742;;;due;12465;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7258
21061;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12466;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21062;05/02/2021;28/02/2021;29073;0;0;3992;33065;;;due;12467;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;8065
21063;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12468;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
21064;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12469;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
21065;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12470;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21066;05/02/2021;28/02/2021;30608;0;0;3992;34600;;;due;12471;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;9600
21067;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12472;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
21068;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12473;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
21069;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12474;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21070;05/02/2021;28/02/2021;16129;0;0;0;16129;;;due;12475;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8871
21071;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;12476;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
21072;05/02/2021;28/02/2021;28008;0;0;3992;32000;;;due;12477;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;7000
21073;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12478;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21074;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12479;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21075;05/02/2021;28/02/2021;20161;0;0;0;20161;;;due;12480;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-4839
21076;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12481;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21077;05/02/2021;28/02/2021;98008;0;0;3992;102000;;;due;12482;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;77000
21078;05/02/2021;28/02/2021;24194;0;0;0;24194;;;due;12483;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-806
21079;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12484;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21080;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12485;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
